ticket_id,subscriber_id,ticket_date,ticket_channel,ticket_category,priority,status,resolution_date,sla_target_hours,assigned_team
TKT_004750,SUB_04546,2025-09-07,Online Chat,Network Issue,Medium,Resolved,2025-09-10,48,Tier 3
TKT_004751,SUB_03154,2025-10-01,Online Chat,Technical Support,Low,Resolved,2025-10-01,72,Tier 3
TKT_004752,SUB_03804,2025-11-17,App,Network Issue,High,Escalated,2025-11-19,48,Tier 1
TKT_004753,SUB_03423,2025-11-17,App,Network Issue,Low,In Progress,,72,Field Ops
TKT_004754,SUB_02902,2025-09-29,Retail Store,Technical Support,High,Resolved,2025-10-01,48,Field Ops
TKT_004755,SUB_02937,2025-09-26,Online Chat,Technical Support,Medium,Resolved,2025-09-27,24,Tier 3
TKT_004756,SUB_00703,2025-10-03,Call Center,Technical Support,Low,Resolved,2025-10-06,72,Tier 1
TKT_004757,SUB_00333,2025-11-15,Retail Store,Technical Support,Low,Open,,48,Tier 3
TKT_004758,SUB_01570,2025-11-25,Online Chat,Billing Query,High,Resolved,2025-11-25,48,Field Ops
TKT_004759,SUB_00694,2025-11-05,App,Network Issue,Critical,In Progress,,48,Tier 3
TKT_004760,SUB_02248,2025-11-09,App,Network Issue,Low,Open,,24,Tier 3
TKT_004761,SUB_00997,2025-12-16,App,Network Issue,Low,Resolved,2025-12-19,72,Tier 3
TKT_004762,SUB_02904,2025-10-23,Call Center,Network Issue,Low,Resolved,2025-10-24,72,Tier 2
TKT_004763,SUB_04984,2025-09-20,Call Center,Technical Support,High,Resolved,2025-09-21,48,Tier 2
TKT_004764,SUB_01746,2025-09-27,App,Plan Change,High,Resolved,2025-09-28,72,Field Ops
TKT_004765,SUB_00089,2025-11-27,Call Center,Billing Query,Critical,Resolved,2025-11-27,24,Field Ops
TKT_004766,SUB_01081,2025-10-06,Online Chat,Plan Change,Low,In Progress,,24,Tier 1
TKT_004767,SUB_02403,2025-12-30,Call Center,Plan Change,Critical,Open,,48,Tier 1
TKT_004768,SUB_01669,2025-12-27,App,Billing Query,Medium,Resolved,2025-12-28,24,Tier 1
TKT_004769,SUB_04047,2025-10-08,Online Chat,Technical Support,Medium,Resolved,2025-10-12,72,Tier 3
TKT_004770,SUB_02836,2025-10-31,App,Network Issue,Low,Resolved,2025-10-31,24,Tier 2
TKT_004771,SUB_03920,2025-10-22,Call Center,Technical Support,Medium,Resolved,2025-10-24,72,Tier 1
TKT_004772,SUB_03896,2025-09-28,Retail Store,Plan Change,Medium,Resolved,2025-09-28,24,Field Ops
TKT_004773,SUB_02829,2025-10-28,Call Center,Billing Query,Medium,In Progress,,72,Tier 2
TKT_004774,SUB_01159,2025-09-08,App,Network Issue,Medium,In Progress,,72,Field Ops
TKT_004775,SUB_00922,2025-11-11,Retail Store,Technical Support,Medium,In Progress,,48,Tier 2
TKT_004776,SUB_01754,2025-10-02,Call Center,Technical Support,Low,Resolved,2025-10-04,72,Tier 3
TKT_004777,SUB_01442,2025-10-29,App,Billing Query,Medium,Open,,48,Tier 2
TKT_004778,SUB_03717,2025-09-09,Online Chat,Plan Change,Medium,Resolved,2025-09-09,72,Tier 1
TKT_004779,SUB_02912,2025-11-13,App,Network Issue,Medium,In Progress,,24,Field Ops
TKT_004780,SUB_00193,2025-12-27,Online Chat,Complaint,Medium,Resolved,2025-12-28,24,Field Ops
TKT_004781,SUB_02083,2025-10-28,Call Center,Network Issue,Medium,Resolved,2025-10-30,48,Tier 3
TKT_004782,SUB_00624,2025-12-24,Call Center,Plan Change,Low,Open,,48,Tier 1
TKT_004783,SUB_01379,2025-12-24,Call Center,Plan Change,Medium,In Progress,,48,Tier 2
TKT_004784,SUB_01611,2025-12-19,Online Chat,Technical Support,Medium,Resolved,2025-12-21,72,Tier 1
TKT_004785,SUB_02498,2025-11-24,App,Network Issue,Low,Resolved,2025-11-25,24,Tier 3
TKT_004786,SUB_04514,2025-10-20,Call Center,Billing Query,Low,Resolved,2025-10-24,72,Field Ops
TKT_004787,SUB_03107,2025-12-07,App,Billing Query,Low,Open,,48,Tier 2
TKT_004788,SUB_03912,2025-11-15,Retail Store,Network Issue,High,Resolved,2025-11-15,72,Field Ops
TKT_004789,SUB_04424,2025-12-24,Online Chat,Technical Support,Low,Resolved,2025-12-27,72,Tier 2
TKT_004790,SUB_01238,2025-11-17,Retail Store,Billing Query,Low,In Progress,,72,Tier 2
TKT_004791,SUB_00674,2025-10-18,App,Network Issue,Medium,Resolved,2025-10-19,24,Tier 1
TKT_004792,SUB_03300,2025-09-21,App,Billing Query,Low,Open,,48,Tier 1
TKT_004793,SUB_04786,2025-11-07,Call Center,Technical Support,Low,In Progress,,24,Tier 3
TKT_004794,SUB_01749,2025-11-11,Online Chat,Network Issue,Low,Resolved,2025-11-11,24,Tier 3
TKT_004795,SUB_04914,2025-12-07,App,Complaint,Medium,Resolved,2025-12-07,24,Field Ops
TKT_004796,SUB_04652,2025-11-18,Retail Store,Network Issue,Low,Resolved,2025-11-18,48,Field Ops
TKT_004797,SUB_01763,2025-11-25,Call Center,Billing Query,Medium,In Progress,,24,Tier 3
TKT_004798,SUB_02818,2025-10-27,App,Network Issue,Medium,Resolved,2025-10-29,48,Tier 1
TKT_004799,SUB_04604,2025-11-19,Call Center,Network Issue,Medium,Resolved,2025-11-24,72,Tier 1
TKT_004800,SUB_01165,2025-11-14,App,Complaint,Low,Escalated,2025-11-14,24,Tier 1
TKT_004801,SUB_00103,2025-11-04,Call Center,Network Issue,Low,Resolved,2025-11-04,24,Tier 2
TKT_004802,SUB_00230,2025-09-27,Call Center,Plan Change,Low,Resolved,2025-09-28,24,Tier 1
TKT_004803,SUB_04285,2025-12-25,Retail Store,Billing Query,Low,Resolved,2025-12-25,24,Field Ops
TKT_004804,SUB_03261,2025-12-04,App,Plan Change,Low,Resolved,2025-12-05,72,Field Ops
TKT_004805,SUB_01548,2025-10-18,Call Center,Network Issue,High,In Progress,,24,Tier 3
TKT_004806,SUB_02218,2025-11-24,Online Chat,Network Issue,Medium,Resolved,2025-11-24,24,Tier 1
TKT_004807,SUB_00050,2025-09-16,App,Technical Support,Low,In Progress,,48,Tier 3
TKT_004808,SUB_03490,2025-12-12,Call Center,Network Issue,Medium,Resolved,2025-12-14,48,Tier 1
TKT_004809,SUB_04097,2025-09-27,Call Center,Technical Support,High,Resolved,2025-09-29,72,Tier 1
TKT_004810,SUB_00950,2025-09-27,App,Billing Query,Medium,Resolved,2025-09-28,24,Tier 3
TKT_004811,SUB_02531,2025-10-27,App,Billing Query,High,Resolved,2025-10-28,72,Tier 3
TKT_004812,SUB_00776,2025-10-31,App,Billing Query,Low,In Progress,,48,Tier 2
TKT_004813,SUB_01706,2025-10-23,App,Billing Query,Medium,Resolved,2025-10-26,48,Field Ops
TKT_004814,SUB_00037,2025-09-12,Online Chat,Billing Query,High,Resolved,2025-09-14,48,Tier 1
TKT_004815,SUB_00711,2025-10-26,Call Center,Complaint,Medium,In Progress,,24,Tier 2
TKT_004816,SUB_02167,2025-10-24,Call Center,Complaint,Low,Resolved,2025-10-24,24,Tier 1
TKT_004817,SUB_04249,2025-11-11,Call Center,Network Issue,High,Resolved,2025-11-11,24,Tier 2
TKT_004818,SUB_02985,2025-11-20,App,Technical Support,Low,In Progress,,24,Tier 1
TKT_004819,SUB_04267,2025-11-10,Online Chat,Technical Support,Low,Resolved,2025-11-12,48,Tier 2
TKT_004820,SUB_04267,2025-09-27,Online Chat,Network Issue,Low,Open,,72,Tier 1
TKT_004821,SUB_03040,2025-09-08,Call Center,Billing Query,Low,Resolved,2025-09-11,48,Tier 3
TKT_004822,SUB_02425,2025-11-12,Retail Store,Network Issue,Low,Resolved,2025-11-12,24,Tier 1
TKT_004823,SUB_03703,2025-11-15,Online Chat,Plan Change,Low,Resolved,2025-11-19,72,Tier 1
TKT_004824,SUB_03198,2025-09-27,Retail Store,Plan Change,Low,Resolved,2025-09-30,48,Tier 1
TKT_004825,SUB_00841,2025-12-27,Online Chat,Network Issue,Medium,Open,,48,Tier 2
TKT_004826,SUB_04870,2025-12-12,App,Billing Query,Low,Resolved,2025-12-13,72,Tier 1
TKT_004827,SUB_00521,2026-01-03,Call Center,Billing Query,Low,Resolved,2026-01-08,72,Tier 1
TKT_004828,SUB_01221,2025-09-29,Online Chat,Billing Query,Medium,Resolved,2025-09-29,48,Field Ops
TKT_004829,SUB_02221,2025-10-09,Call Center,Network Issue,Low,Resolved,2025-10-12,48,Tier 3
TKT_004830,SUB_04220,2025-09-20,App,Network Issue,High,Resolved,2025-09-20,24,Tier 1
TKT_004831,SUB_02587,2025-11-28,Call Center,Network Issue,Low,Open,,48,Tier 2
TKT_004832,SUB_00402,2025-10-22,Call Center,Network Issue,Low,Resolved,2025-10-26,72,Tier 2
TKT_004833,SUB_04534,2025-12-13,Call Center,Network Issue,Low,In Progress,,72,Field Ops
TKT_004834,SUB_00819,2025-09-14,Call Center,Network Issue,Medium,Resolved,2025-09-15,24,Tier 2
TKT_004835,SUB_02047,2025-09-21,Call Center,Billing Query,High,Resolved,2025-09-22,24,Tier 3
TKT_004836,SUB_00485,2025-11-23,Online Chat,Billing Query,Low,Resolved,2025-11-24,24,Field Ops
TKT_004837,SUB_01048,2025-12-07,App,Plan Change,High,Escalated,2025-12-07,24,Tier 1
TKT_004838,SUB_03495,2025-09-17,App,Billing Query,High,Resolved,2025-09-20,48,Field Ops
TKT_004839,SUB_04841,2025-12-31,App,Billing Query,Low,In Progress,,48,Tier 3
TKT_004840,SUB_01847,2025-11-19,Call Center,Billing Query,Medium,Resolved,2025-11-20,24,Tier 2
TKT_004841,SUB_03560,2025-12-04,Online Chat,Network Issue,Low,Resolved,2025-12-05,24,Field Ops
TKT_004842,SUB_02030,2025-11-14,App,Plan Change,Medium,In Progress,,24,Field Ops
TKT_004843,SUB_01394,2025-11-24,Call Center,Billing Query,Low,Escalated,2025-11-27,72,Tier 1
TKT_004844,SUB_03818,2025-12-12,Online Chat,Network Issue,Critical,In Progress,,48,Tier 2
TKT_004845,SUB_03406,2025-11-08,Online Chat,Billing Query,Medium,Resolved,2025-11-08,24,Tier 2
TKT_004846,SUB_01678,2025-12-09,Retail Store,Technical Support,High,Resolved,2025-12-11,48,Tier 3
TKT_004847,SUB_00491,2025-12-05,App,Technical Support,Low,In Progress,,72,Field Ops
TKT_004848,SUB_04088,2025-11-10,Online Chat,Network Issue,Low,Resolved,2025-11-11,48,Field Ops
TKT_004849,SUB_01847,2025-11-18,Online Chat,Network Issue,High,Resolved,2025-11-18,48,Tier 3
TKT_004850,SUB_04037,2025-11-11,Call Center,Billing Query,Medium,In Progress,,72,Tier 1
TKT_004851,SUB_02117,2025-12-14,App,Complaint,Medium,Resolved,2025-12-14,48,Field Ops
TKT_004852,SUB_03432,2025-11-04,App,Billing Query,Medium,Resolved,2025-11-04,48,Field Ops
TKT_004853,SUB_03200,2025-11-22,Online Chat,Complaint,Low,Resolved,2025-11-25,72,Tier 1
TKT_004854,SUB_04353,2025-12-05,Call Center,Billing Query,Low,Open,,72,Field Ops
TKT_004855,SUB_01745,2025-10-03,Online Chat,Technical Support,Medium,In Progress,,24,Tier 1
TKT_004856,SUB_02806,2025-12-14,Online Chat,Billing Query,Medium,Resolved,2025-12-14,24,Tier 1
TKT_004857,SUB_03780,2025-12-19,Call Center,Billing Query,Low,Escalated,2025-12-19,72,Field Ops
TKT_004858,SUB_04759,2025-12-28,Call Center,Billing Query,Low,Resolved,2026-01-01,72,Tier 2
TKT_004859,SUB_00332,2025-10-09,Call Center,Billing Query,High,Resolved,2025-10-10,48,Field Ops
TKT_004860,SUB_04592,2025-09-28,Call Center,Plan Change,Low,Resolved,2025-10-01,48,Field Ops
TKT_004861,SUB_02890,2025-12-02,Call Center,Technical Support,Low,Resolved,2025-12-03,48,Field Ops
TKT_004862,SUB_01321,2025-12-17,App,Billing Query,High,Resolved,2025-12-18,48,Tier 2
TKT_004863,SUB_00620,2025-09-10,Call Center,Plan Change,Medium,Resolved,2025-09-12,48,Field Ops
TKT_004864,SUB_01696,2025-12-02,Online Chat,Technical Support,Low,Resolved,2025-12-02,72,Tier 2
TKT_004865,SUB_03604,2025-10-17,Call Center,Billing Query,Low,In Progress,,48,Tier 1
TKT_004866,SUB_00925,2025-11-24,Retail Store,Plan Change,Medium,Open,,48,Field Ops
TKT_004867,SUB_02443,2025-11-05,Call Center,Billing Query,Medium,Resolved,2025-11-06,48,Tier 1
TKT_004868,SUB_04920,2025-10-09,Call Center,Billing Query,High,Resolved,2025-10-11,72,Tier 3
TKT_004869,SUB_04030,2025-11-10,Call Center,Plan Change,Medium,In Progress,,72,Tier 3
TKT_004870,SUB_00851,2025-11-19,App,Technical Support,Low,Resolved,2025-11-19,24,Field Ops
TKT_004871,SUB_03545,2025-09-14,Call Center,Network Issue,Medium,In Progress,,24,Tier 1
TKT_004872,SUB_03088,2025-12-08,Online Chat,Billing Query,High,Resolved,2025-12-13,72,Field Ops
TKT_004873,SUB_03467,2025-10-30,Call Center,Billing Query,Low,Resolved,2025-10-31,48,Tier 2
TKT_004874,SUB_04320,2025-10-27,Online Chat,Plan Change,Medium,Resolved,2025-10-28,48,Tier 2
TKT_004875,SUB_02467,2025-10-28,App,Billing Query,Medium,Resolved,2025-10-31,72,Tier 3
TKT_004876,SUB_01582,2025-09-12,Online Chat,Billing Query,Medium,Resolved,2025-09-12,24,Field Ops
TKT_004877,SUB_03165,2025-09-10,Call Center,Plan Change,Low,Open,,72,Field Ops
TKT_004878,SUB_01652,2025-10-21,Retail Store,Billing Query,Low,Resolved,2025-10-21,48,Field Ops
TKT_004879,SUB_00495,2025-11-23,Call Center,Billing Query,Low,Resolved,2025-11-23,48,Field Ops
TKT_004880,SUB_01547,2025-09-13,Call Center,Technical Support,Medium,Resolved,2025-09-13,72,Tier 1
TKT_004881,SUB_03140,2025-09-12,App,Network Issue,Low,Resolved,2025-09-16,72,Tier 2
TKT_004882,SUB_00517,2025-11-24,Online Chat,Network Issue,Low,Escalated,2025-11-28,72,Tier 3
TKT_004883,SUB_01113,2025-11-10,App,Billing Query,High,Resolved,2025-11-12,72,Tier 2
TKT_004884,SUB_02713,2025-10-16,Call Center,Network Issue,Low,In Progress,,48,Field Ops
TKT_004885,SUB_00727,2025-09-12,Online Chat,Network Issue,Medium,Resolved,2025-09-13,72,Field Ops
TKT_004886,SUB_01961,2025-10-08,App,Network Issue,Critical,In Progress,,48,Tier 3
TKT_004887,SUB_03577,2025-09-08,Call Center,Technical Support,High,In Progress,,48,Tier 1
TKT_004888,SUB_03242,2025-10-11,Online Chat,Technical Support,Medium,Resolved,2025-10-12,24,Tier 2
TKT_004889,SUB_02331,2025-12-16,Online Chat,Complaint,Critical,Escalated,2025-12-19,48,Tier 2
TKT_004890,SUB_04286,2025-10-14,App,Billing Query,Low,Resolved,2025-10-14,24,Tier 3
TKT_004891,SUB_02309,2025-10-08,App,Technical Support,Low,Resolved,2025-10-10,48,Tier 3
TKT_004892,SUB_04983,2025-12-16,App,Billing Query,Low,Resolved,2025-12-17,48,Tier 3
TKT_004893,SUB_04575,2025-12-26,Call Center,Network Issue,Medium,Resolved,2025-12-27,48,Field Ops
TKT_004894,SUB_03673,2025-12-07,Online Chat,Billing Query,Low,Resolved,2025-12-11,72,Tier 2
TKT_004895,SUB_01512,2025-10-28,Call Center,Network Issue,Low,Resolved,2025-10-29,24,Field Ops
TKT_004896,SUB_00993,2025-10-13,Call Center,Billing Query,Low,In Progress,,24,Field Ops
TKT_004897,SUB_01901,2025-10-21,Retail Store,Technical Support,Low,Resolved,2025-10-22,24,Field Ops
TKT_004898,SUB_04900,2025-09-26,Call Center,Plan Change,Medium,Resolved,2025-09-26,24,Tier 2
TKT_004899,SUB_02893,2025-11-02,Call Center,Network Issue,Low,Resolved,2025-11-05,48,Tier 3
TKT_004900,SUB_00801,2025-09-30,Retail Store,Technical Support,Low,Resolved,2025-10-01,72,Tier 2
TKT_004901,SUB_02222,2025-12-26,Online Chat,Network Issue,Low,Resolved,2025-12-29,48,Tier 1
TKT_004902,SUB_03817,2025-10-05,Retail Store,Billing Query,Low,Resolved,2025-10-06,72,Tier 3
TKT_004903,SUB_02539,2025-12-29,App,Technical Support,Low,Escalated,2026-01-01,48,Tier 2
TKT_004904,SUB_04054,2025-12-03,Call Center,Technical Support,Low,Escalated,2025-12-03,48,Tier 1
TKT_004905,SUB_04601,2025-09-10,Call Center,Network Issue,Medium,Resolved,2025-09-11,24,Tier 2
TKT_004906,SUB_04704,2025-09-07,Online Chat,Network Issue,Medium,Resolved,2025-09-07,72,Tier 2
TKT_004907,SUB_01514,2025-10-01,App,Network Issue,Low,Resolved,2025-10-06,72,Tier 1
TKT_004908,SUB_03254,2025-11-01,App,Network Issue,High,In Progress,,24,Tier 1
TKT_004909,SUB_03018,2025-12-18,Call Center,Billing Query,Medium,Resolved,2025-12-20,48,Tier 3
TKT_004910,SUB_02846,2025-09-21,Retail Store,Network Issue,Low,In Progress,,24,Tier 1
TKT_004911,SUB_01063,2025-12-04,Call Center,Network Issue,Low,Resolved,2025-12-05,24,Tier 2
TKT_004912,SUB_03414,2025-10-27,Call Center,Billing Query,Medium,Escalated,2025-11-01,72,Tier 3
TKT_004913,SUB_04869,2025-10-20,Call Center,Billing Query,Medium,Resolved,2025-10-24,72,Tier 1
TKT_004914,SUB_02625,2025-12-07,Online Chat,Network Issue,Low,Resolved,2025-12-09,48,Tier 1
TKT_004915,SUB_03030,2025-10-02,Call Center,Complaint,Low,Resolved,2025-10-03,72,Tier 2
TKT_004916,SUB_00133,2025-12-28,Online Chat,Plan Change,Medium,Resolved,2025-12-29,48,Field Ops
TKT_004917,SUB_00150,2025-11-21,Call Center,Billing Query,Low,Resolved,2025-11-23,48,Tier 3
TKT_004918,SUB_02013,2026-01-04,App,Billing Query,High,Escalated,2026-01-06,48,Tier 1
TKT_004919,SUB_01164,2025-10-16,App,Network Issue,Medium,Resolved,2025-10-17,24,Field Ops
TKT_004920,SUB_04828,2025-10-06,Call Center,Billing Query,Medium,In Progress,,48,Tier 2
TKT_004921,SUB_03278,2025-12-27,Online Chat,Billing Query,High,Resolved,2025-12-27,24,Tier 1
TKT_004922,SUB_03102,2025-12-29,App,Technical Support,Medium,Open,,24,Tier 1
TKT_004923,SUB_02414,2025-09-21,Online Chat,Complaint,Low,Resolved,2025-09-25,72,Tier 1
TKT_004924,SUB_02778,2025-10-03,App,Network Issue,Low,Resolved,2025-10-05,48,Tier 2
TKT_004925,SUB_00741,2025-12-12,Call Center,Billing Query,Medium,Open,,24,Tier 2
TKT_004926,SUB_02113,2025-10-03,Call Center,Technical Support,Medium,Resolved,2025-10-05,48,Tier 3
TKT_004927,SUB_03708,2025-11-12,Call Center,Technical Support,Critical,In Progress,,72,Tier 2
TKT_004928,SUB_00906,2025-11-09,App,Network Issue,Low,Resolved,2025-11-13,48,Tier 2
TKT_004929,SUB_04973,2025-11-18,Online Chat,Billing Query,Medium,Escalated,2025-11-19,48,Field Ops
TKT_004930,SUB_04743,2025-11-13,Call Center,Billing Query,Low,Resolved,2025-11-14,24,Tier 1
TKT_004931,SUB_00338,2025-10-27,Online Chat,Billing Query,Medium,Resolved,2025-10-28,48,Tier 2
TKT_004932,SUB_01403,2025-12-02,App,Billing Query,Medium,Resolved,2025-12-03,24,Field Ops
TKT_004933,SUB_03073,2025-09-23,Call Center,Network Issue,Medium,Resolved,2025-09-24,48,Tier 2
TKT_004934,SUB_02831,2025-12-26,Online Chat,Billing Query,Critical,Resolved,2025-12-26,24,Tier 1
TKT_004935,SUB_03293,2025-12-17,Call Center,Network Issue,Medium,Open,,72,Tier 3
TKT_004936,SUB_04493,2025-11-18,App,Billing Query,Low,In Progress,,72,Tier 1
TKT_004937,SUB_03621,2025-11-01,Online Chat,Technical Support,High,In Progress,,24,Field Ops
TKT_004938,SUB_02566,2025-09-13,App,Billing Query,Medium,Resolved,2025-09-16,72,Field Ops
TKT_004939,SUB_00665,2025-11-17,Retail Store,Network Issue,High,In Progress,,24,Field Ops
TKT_004940,SUB_02867,2025-10-03,Call Center,Billing Query,Medium,Open,,72,Tier 2
TKT_004941,SUB_01620,2025-09-21,Online Chat,Billing Query,Medium,Resolved,2025-09-22,48,Field Ops
TKT_004942,SUB_02646,2025-10-28,Call Center,Billing Query,High,Resolved,2025-10-29,72,Tier 3
TKT_004943,SUB_04839,2025-11-03,Call Center,Billing Query,Low,Resolved,2025-11-03,48,Tier 2
TKT_004944,SUB_00474,2025-09-14,Call Center,Network Issue,Critical,Resolved,2025-09-15,24,Field Ops
TKT_004945,SUB_04049,2025-12-21,Call Center,Technical Support,Low,In Progress,,24,Tier 3
TKT_004946,SUB_01440,2025-09-20,App,Technical Support,High,Escalated,2025-09-20,72,Tier 3
TKT_004947,SUB_04405,2025-11-17,Call Center,Network Issue,Medium,Resolved,2025-11-17,24,Tier 3
TKT_004948,SUB_00759,2025-09-16,Retail Store,Technical Support,Low,Resolved,2025-09-19,48,Tier 3
TKT_004949,SUB_04221,2025-09-15,App,Network Issue,High,Resolved,2025-09-15,72,Tier 2
TKT_004950,SUB_03733,2025-11-20,Call Center,Technical Support,Medium,Resolved,2025-11-20,48,Tier 2
TKT_004951,SUB_00804,2025-09-09,Retail Store,Technical Support,Low,In Progress,,48,Tier 2
TKT_004952,SUB_01053,2025-09-10,App,Billing Query,High,In Progress,,72,Tier 3
TKT_004953,SUB_01046,2025-12-07,Call Center,Billing Query,Low,Resolved,2025-12-10,48,Tier 3
TKT_004954,SUB_00262,2025-10-17,Retail Store,Complaint,Medium,In Progress,,48,Field Ops
TKT_004955,SUB_00054,2026-01-04,Call Center,Network Issue,Medium,Resolved,2026-01-07,72,Field Ops
TKT_004956,SUB_03894,2025-11-22,Call Center,Billing Query,Medium,Resolved,2025-11-24,48,Tier 1
TKT_004957,SUB_01171,2025-12-21,Call Center,Billing Query,Low,Escalated,2025-12-22,48,Tier 3
TKT_004958,SUB_04384,2025-12-15,Call Center,Network Issue,Medium,Resolved,2025-12-16,48,Field Ops
TKT_004959,SUB_03892,2025-10-02,Online Chat,Network Issue,Low,Resolved,2025-10-06,72,Tier 1
TKT_004960,SUB_01998,2025-12-21,Retail Store,Complaint,Low,Resolved,2025-12-21,48,Tier 1
TKT_004961,SUB_01177,2025-12-18,Call Center,Network Issue,Low,In Progress,,24,Tier 2
TKT_004962,SUB_00555,2026-01-03,Call Center,Billing Query,Low,Open,,24,Tier 2
TKT_004963,SUB_02468,2025-11-10,Call Center,Billing Query,Medium,Resolved,2025-11-12,48,Tier 3
TKT_004964,SUB_02662,2025-10-03,Online Chat,Billing Query,Low,Resolved,2025-10-03,48,Tier 2
TKT_004965,SUB_02443,2025-11-26,Call Center,Technical Support,Low,Resolved,2025-11-26,48,Tier 3
TKT_004966,SUB_01773,2025-11-30,Call Center,Plan Change,Medium,Resolved,2025-12-01,48,Field Ops
TKT_004967,SUB_02559,2025-09-23,Call Center,Billing Query,Low,Resolved,2025-09-26,48,Tier 3
TKT_004968,SUB_04534,2025-09-09,Retail Store,Billing Query,Medium,Resolved,2025-09-13,72,Tier 1
TKT_004969,SUB_02096,2025-11-05,Call Center,Plan Change,Medium,In Progress,,72,Field Ops
TKT_004970,SUB_02836,2025-11-05,Call Center,Plan Change,Medium,Resolved,2025-11-10,72,Tier 1
TKT_004971,SUB_02439,2025-10-08,App,Technical Support,Medium,In Progress,,72,Field Ops
TKT_004972,SUB_02534,2025-12-04,Call Center,Complaint,Low,Resolved,2025-12-04,24,Tier 2
TKT_004973,SUB_04584,2025-10-28,Online Chat,Billing Query,High,Resolved,2025-10-29,48,Tier 1
TKT_004974,SUB_04186,2025-09-07,App,Billing Query,High,Resolved,2025-09-10,48,Tier 2
TKT_004975,SUB_02135,2025-10-29,Call Center,Plan Change,High,Resolved,2025-10-30,24,Field Ops
TKT_004976,SUB_04853,2025-10-12,App,Billing Query,High,Open,,24,Field Ops
TKT_004977,SUB_01162,2025-09-19,App,Plan Change,High,Resolved,2025-09-19,24,Field Ops
TKT_004978,SUB_00740,2025-11-26,Online Chat,Billing Query,Medium,Resolved,2025-11-27,72,Field Ops
TKT_004979,SUB_03679,2025-12-14,Call Center,Billing Query,Medium,Resolved,2025-12-14,24,Tier 2
TKT_004980,SUB_02812,2025-10-18,Call Center,Technical Support,High,In Progress,,72,Tier 2
TKT_004981,SUB_01509,2025-09-14,Call Center,Technical Support,High,In Progress,,24,Tier 1
TKT_004982,SUB_03778,2025-12-07,Retail Store,Network Issue,Critical,Resolved,2025-12-12,72,Tier 1
TKT_004983,SUB_04920,2025-11-26,Retail Store,Plan Change,Medium,Resolved,2025-11-28,72,Field Ops
TKT_004984,SUB_00484,2025-11-19,App,Technical Support,Low,Resolved,2025-11-20,24,Tier 3
TKT_004985,SUB_01177,2025-09-23,Retail Store,Plan Change,High,Resolved,2025-09-26,48,Tier 1
TKT_004986,SUB_01331,2025-09-30,App,Network Issue,Medium,Resolved,2025-09-30,48,Tier 1
TKT_004987,SUB_01585,2025-12-23,App,Billing Query,Critical,Resolved,2025-12-23,24,Field Ops
TKT_004988,SUB_01875,2025-09-12,App,Network Issue,High,Resolved,2025-09-14,48,Tier 3
TKT_004989,SUB_03689,2025-09-20,Online Chat,Network Issue,Low,Resolved,2025-09-22,72,Tier 3
TKT_004990,SUB_00840,2025-10-07,Online Chat,Technical Support,Low,Escalated,2025-10-07,48,Tier 3
TKT_004991,SUB_04425,2025-11-03,Online Chat,Complaint,Low,Resolved,2025-11-04,24,Tier 2
TKT_004992,SUB_01405,2025-11-01,App,Network Issue,Medium,Resolved,2025-11-05,72,Tier 3
TKT_004993,SUB_00561,2025-12-26,Online Chat,Network Issue,Medium,Resolved,2025-12-26,48,Tier 1
TKT_004994,SUB_00477,2025-10-18,Online Chat,Technical Support,High,Resolved,2025-10-22,72,Field Ops
TKT_004995,SUB_01156,2025-10-17,Call Center,Plan Change,Medium,Resolved,2025-10-18,72,Tier 3
TKT_004996,SUB_00088,2025-11-24,Retail Store,Billing Query,Low,Resolved,2025-11-25,48,Field Ops
TKT_004997,SUB_04647,2025-10-12,Online Chat,Billing Query,Medium,Resolved,2025-10-16,72,Field Ops
TKT_004998,SUB_00343,2025-10-03,Online Chat,Network Issue,Low,Resolved,2025-10-07,72,Tier 2
TKT_004999,SUB_04407,2025-12-23,Call Center,Network Issue,Low,Resolved,2025-12-24,24,Tier 2
TKT_005000,SUB_01447,2025-12-27,Call Center,Technical Support,Medium,Resolved,2025-12-29,48,Tier 1
TKT_005001,SUB_04587,2025-11-12,App,Network Issue,Low,Resolved,2025-11-13,72,Tier 3
TKT_005002,SUB_00764,2025-11-28,App,Billing Query,Low,Resolved,2025-11-30,72,Tier 2
TKT_005003,SUB_04271,2025-12-06,App,Network Issue,Medium,Open,,24,Tier 1
TKT_005004,SUB_02000,2025-10-28,Call Center,Complaint,High,Resolved,2025-11-02,72,Tier 1
TKT_005005,SUB_00507,2025-10-20,Call Center,Complaint,Medium,Resolved,2025-10-21,24,Tier 1
TKT_005006,SUB_02150,2025-10-20,Online Chat,Network Issue,Low,In Progress,,48,Tier 3
TKT_005007,SUB_01145,2025-12-16,Retail Store,Billing Query,Low,Resolved,2025-12-16,48,Tier 3
TKT_005008,SUB_03708,2025-11-09,Retail Store,Network Issue,Critical,Resolved,2025-11-10,24,Field Ops
TKT_005009,SUB_02422,2025-11-27,Online Chat,Billing Query,Low,Resolved,2025-11-28,24,Tier 2
TKT_005010,SUB_02720,2025-10-19,Online Chat,Technical Support,High,Escalated,2025-10-20,24,Tier 1
TKT_005011,SUB_00742,2025-11-30,Retail Store,Plan Change,High,Escalated,2025-11-30,72,Field Ops
