usage_id,subscriber_id,usage_date,data_usage_gb,voice_minutes,sms_count,roaming_charges,addon_charges
USG_047778,SUB_02797,2025-12-05,2.19,371,153,0.0,0.0
USG_047779,SUB_04853,2025-11-02,7.7,82,237,124.74,41.28
USG_047780,SUB_03832,2025-11-20,0.87,458,280,0.0,0.0
USG_047781,SUB_00574,2025-11-18,3.77,146,288,0.0,0.0
USG_047782,SUB_02524,2025-10-11,8.59,359,85,36.09,0.0
USG_047783,SUB_00214,2025-12-10,1.23,173,188,0.0,0.0
USG_047784,SUB_03349,2025-11-10,21.25,200,289,0.0,0.0
USG_047785,SUB_02492,2026-01-01,7.0,102,26,0.0,64.59
USG_047786,SUB_03815,2025-11-21,4.52,181,187,0.0,0.0
USG_047787,SUB_03364,2025-11-26,2.5,439,256,49.34,0.0
USG_047788,SUB_03917,2025-12-09,11.94,321,288,97.26,0.0
USG_047789,SUB_02940,2025-10-14,1.42,8,2,0.0,0.0
USG_047790,SUB_00399,2025-10-09,3.31,48,88,172.3,6.42
USG_047791,SUB_00546,2025-12-14,6.93,131,173,0.0,71.93
USG_047792,SUB_02439,2025-10-02,23.27,368,199,68.02,0.0
USG_047793,SUB_02562,2025-09-08,2.55,500,230,71.25,0.0
USG_047794,SUB_01787,2025-11-24,6.18,20,284,6.82,0.0
USG_047795,SUB_01221,2025-12-28,5.17,144,208,92.43,37.75
USG_047796,SUB_02840,2025-11-08,6.31,298,83,0.0,0.0
USG_047797,SUB_00935,2025-12-06,4.87,74,72,151.24,77.35
USG_047798,SUB_02094,2025-12-05,8.27,73,299,0.0,0.0
USG_047799,SUB_02218,2025-11-17,5.35,54,159,0.0,26.23
USG_047800,SUB_03746,2025-10-10,7.41,349,53,0.0,0.0
USG_047801,SUB_04418,2025-10-28,2.46,305,287,65.79,0.0
USG_047802,SUB_00666,2025-10-26,2.44,141,28,121.49,0.0
USG_047803,SUB_02713,2025-10-26,3.4,424,42,0.0,0.0
USG_047804,SUB_00950,2025-09-24,19.43,168,168,0.0,0.0
USG_047805,SUB_04687,2025-10-29,2.71,336,123,0.0,0.0
USG_047806,SUB_02143,2025-11-30,11.42,282,251,0.0,0.0
USG_047807,SUB_02148,2026-01-04,5.6,130,72,0.0,0.0
USG_047808,SUB_02380,2025-10-10,3.74,190,295,179.84,0.0
USG_047809,SUB_04510,2025-09-21,9.72,349,203,0.0,0.0
USG_047810,SUB_00596,2025-09-19,5.92,206,8,0.0,0.0
USG_047811,SUB_02137,2025-11-17,5.33,492,274,0.0,0.0
USG_047812,SUB_04420,2025-09-28,1.95,186,92,0.0,0.0
USG_047813,SUB_03740,2025-10-23,5.0,369,73,0.0,0.0
USG_047814,SUB_04862,2025-09-22,1.6,147,236,0.0,0.0
USG_047815,SUB_03533,2025-11-14,1.24,128,86,97.67,0.0
USG_047816,SUB_02173,2025-12-15,1.75,182,208,0.0,0.0
USG_047817,SUB_04206,2025-09-11,4.58,61,175,0.0,0.0
USG_047818,SUB_04213,2025-11-25,7.49,116,258,0.0,0.0
USG_047819,SUB_00190,2025-09-28,0.88,305,91,0.0,0.0
USG_047820,SUB_02330,2025-12-13,3.7,485,85,0.0,0.0
USG_047821,SUB_01820,2025-12-12,3.44,287,95,0.0,0.0
USG_047822,SUB_04053,2025-10-28,3.06,404,155,0.0,0.0
USG_047823,SUB_04573,2025-09-28,2.62,212,114,0.0,74.99
USG_047824,SUB_04815,2025-10-08,2.65,78,106,0.0,0.0
USG_047825,SUB_04401,2025-10-21,1.78,301,39,127.43,0.0
USG_047826,SUB_02792,2025-12-18,2.88,17,289,0.0,0.0
USG_047827,SUB_03187,2025-09-12,7.59,139,271,0.0,0.0
USG_047828,SUB_00020,2025-11-29,12.11,67,270,0.0,0.0
USG_047829,SUB_01490,2025-11-02,3.65,232,52,0.0,0.0
USG_047830,SUB_04223,2025-10-12,2.61,275,254,125.59,0.0
USG_047831,SUB_00475,2025-11-04,1.64,82,61,0.0,0.0
USG_047832,SUB_00505,2025-11-28,3.77,264,171,0.0,0.0
USG_047833,SUB_00216,2025-10-23,3.26,148,92,0.0,0.0
USG_047834,SUB_00524,2025-11-03,4.67,35,214,0.0,0.0
USG_047835,SUB_04146,2025-09-19,4.99,157,45,0.0,0.0
USG_047836,SUB_03392,2025-12-18,5.71,86,11,0.0,0.0
USG_047837,SUB_02188,2025-11-01,3.99,35,28,0.0,28.35
USG_047838,SUB_02459,2025-09-14,2.26,132,20,0.0,0.0
USG_047839,SUB_02220,2025-09-22,2.34,264,87,0.0,0.0
USG_047840,SUB_04606,2025-10-07,2.13,386,285,17.47,0.0
USG_047841,SUB_00469,2025-12-13,9.14,8,294,0.0,0.0
USG_047842,SUB_02038,2025-11-06,5.32,304,289,0.0,0.0
USG_047843,SUB_02252,2025-10-15,2.98,425,298,0.0,0.0
USG_047844,SUB_02231,2025-09-07,1.19,140,81,28.32,0.0
USG_047845,SUB_01580,2025-11-13,5.55,475,262,0.0,0.0
USG_047846,SUB_01516,2025-09-11,8.77,497,31,0.0,0.0
USG_047847,SUB_04519,2025-11-28,8.46,132,273,78.61,0.0
USG_047848,SUB_00060,2025-10-27,56.31,221,209,0.0,72.37
USG_047849,SUB_00964,2025-11-17,2.19,168,80,13.8,29.55
USG_047850,SUB_02851,2025-10-15,3.79,69,77,0.0,0.0
USG_047851,SUB_00567,2025-12-24,2.11,268,153,53.23,0.0
USG_047852,SUB_00491,2025-09-27,6.47,61,31,0.0,17.35
USG_047853,SUB_00464,2025-09-15,3.52,245,300,0.0,0.0
USG_047854,SUB_02668,2025-10-09,4.58,322,84,109.03,0.0
USG_047855,SUB_00822,2025-09-24,3.89,355,5,0.0,0.0
USG_047856,SUB_02948,2025-10-15,1.37,23,293,0.0,0.0
USG_047857,SUB_04080,2025-12-31,3.3,418,274,0.0,0.0
USG_047858,SUB_02607,2025-11-01,2.76,262,160,0.0,0.0
USG_047859,SUB_00213,2025-09-23,0.79,417,80,0.0,0.0
USG_047860,SUB_00462,2025-12-23,9.46,165,209,0.0,0.0
USG_047861,SUB_00348,2025-11-10,1.35,162,261,0.0,0.0
USG_047862,SUB_03961,2025-11-30,2.75,136,266,0.0,0.0
USG_047863,SUB_01271,2025-12-03,3.64,203,37,0.0,0.0
USG_047864,SUB_04444,2025-09-28,4.1,333,7,56.63,0.0
USG_047865,SUB_03856,2025-12-05,4.02,90,170,0.0,0.0
USG_047866,SUB_00127,2025-09-14,9.1,28,223,0.0,0.0
USG_047867,SUB_01341,2025-10-30,20.18,471,20,0.0,0.0
USG_047868,SUB_01943,2025-12-13,7.02,214,257,0.0,0.0
USG_047869,SUB_01284,2025-09-10,2.96,36,2,0.0,0.0
USG_047870,SUB_00208,2025-12-27,3.29,464,300,0.0,0.0
USG_047871,SUB_01742,2025-10-22,1.98,4,128,12.75,0.0
USG_047872,SUB_02715,2025-10-03,9.0,246,93,0.0,0.0
USG_047873,SUB_02299,2025-11-16,15.79,231,274,0.0,0.0
USG_047874,SUB_00297,2026-01-04,5.83,113,235,0.0,0.0
USG_047875,SUB_03439,2025-12-05,4.61,350,300,0.0,0.0
USG_047876,SUB_02114,2025-10-22,3.51,296,165,0.0,0.0
USG_047877,SUB_00688,2025-10-12,2.08,389,122,142.98,0.0
USG_047878,SUB_01410,2025-12-28,1.05,332,49,192.96,0.0
USG_047879,SUB_00060,2025-10-05,2.48,120,222,0.0,0.0
USG_047880,SUB_02049,2025-11-07,3.08,117,129,0.0,0.0
USG_047881,SUB_03131,2025-10-30,4.68,421,244,164.08,0.0
USG_047882,SUB_01123,2025-11-30,6.87,337,213,119.7,0.0
USG_047883,SUB_00483,2025-12-17,4.81,463,162,0.0,0.0
USG_047884,SUB_01858,2025-12-15,7.47,4,183,0.0,2.97
USG_047885,SUB_01322,2025-11-26,6.48,119,114,189.85,0.0
USG_047886,SUB_01337,2025-11-21,26.47,115,1,0.0,0.0
USG_047887,SUB_00884,2025-11-01,2.32,355,8,0.0,0.0
USG_047888,SUB_00751,2025-11-28,12.98,271,155,0.0,0.0
USG_047889,SUB_00617,2025-11-01,6.83,71,237,0.0,0.0
USG_047890,SUB_04123,2025-12-20,6.27,338,74,0.0,0.0
USG_047891,SUB_03254,2025-11-09,4.75,31,189,0.0,0.0
USG_047892,SUB_02161,2025-12-30,9.1,452,172,0.0,56.07
USG_047893,SUB_02711,2025-09-18,3.77,390,1,0.0,0.0
USG_047894,SUB_04590,2025-10-08,3.98,229,175,0.0,0.0
USG_047895,SUB_03307,2025-09-11,2.73,389,239,0.0,0.0
USG_047896,SUB_04407,2025-09-26,15.39,52,277,0.0,0.0
USG_047897,SUB_02461,2025-12-18,5.67,187,8,0.0,0.0
USG_047898,SUB_03909,2025-10-27,10.48,415,30,0.0,0.0
USG_047899,SUB_02155,2025-12-08,3.12,183,185,174.64,0.0
USG_047900,SUB_01309,2025-12-09,1.65,489,168,0.0,0.0
USG_047901,SUB_01485,2025-12-10,3.21,326,238,0.0,0.0
USG_047902,SUB_02259,2025-12-05,1.52,392,270,0.0,0.0
USG_047903,SUB_02874,2025-11-01,6.67,253,278,0.0,0.0
USG_047904,SUB_01050,2025-12-19,2.78,232,21,0.0,0.0
USG_047905,SUB_02140,2025-11-02,6.89,314,298,0.0,0.0
USG_047906,SUB_02187,2025-12-30,1.26,117,141,16.9,0.0
USG_047907,SUB_01997,2025-09-15,3.9,460,84,170.06,0.0
USG_047908,SUB_04925,2025-10-01,2.19,143,59,0.0,0.0
USG_047909,SUB_00404,2025-11-23,8.88,323,102,176.87,0.35
USG_047910,SUB_03428,2025-12-18,5.52,326,8,0.0,0.0
USG_047911,SUB_00216,2025-12-16,3.39,237,104,41.44,0.0
USG_047912,SUB_03506,2025-09-16,3.36,15,16,0.0,0.0
USG_047913,SUB_00512,2025-09-27,1.85,270,77,0.0,0.0
USG_047914,SUB_03562,2025-10-09,10.03,97,212,0.0,0.0
USG_047915,SUB_03375,2025-12-31,7.02,125,217,0.0,38.01
USG_047916,SUB_03848,2025-10-13,3.92,261,16,0.0,0.0
USG_047917,SUB_04922,2025-09-08,5.72,402,203,0.0,0.0
USG_047918,SUB_02043,2025-11-16,5.61,482,224,46.52,0.0
USG_047919,SUB_03931,2025-12-01,2.0,82,36,0.0,0.0
USG_047920,SUB_00307,2025-12-31,2.39,169,184,0.0,0.0
USG_047921,SUB_01522,2025-10-22,5.07,382,29,0.0,0.0
USG_047922,SUB_03020,2025-12-14,3.06,52,59,104.75,0.0
USG_047923,SUB_00700,2025-09-28,6.45,51,16,0.0,0.0
USG_047924,SUB_02451,2025-11-29,1.59,342,267,0.0,0.0
USG_047925,SUB_03289,2025-10-29,3.31,144,251,0.0,0.0
USG_047926,SUB_04190,2025-11-09,6.26,317,164,0.0,0.0
USG_047927,SUB_01784,2025-12-14,3.8,293,96,0.0,0.0
USG_047928,SUB_02227,2025-09-15,4.25,15,181,55.64,0.0
USG_047929,SUB_04913,2025-11-22,2.92,323,97,0.0,0.0
USG_047930,SUB_01835,2025-10-06,2.58,229,44,0.0,0.0
USG_047931,SUB_00524,2026-01-04,7.41,10,25,0.0,0.0
USG_047932,SUB_02907,2025-12-16,2.96,393,173,0.0,0.0
USG_047933,SUB_03248,2025-10-03,7.62,323,181,0.0,0.0
USG_047934,SUB_03225,2025-12-16,2.38,283,288,0.0,0.0
USG_047935,SUB_04068,2025-10-16,2.67,84,145,86.99,0.0
USG_047936,SUB_03560,2025-12-13,2.92,270,300,0.0,0.0
USG_047937,SUB_01265,2025-10-12,8.89,455,31,0.0,0.0
USG_047938,SUB_04699,2025-12-24,7.2,380,175,0.0,0.0
USG_047939,SUB_03841,2025-12-14,4.5,180,221,0.0,0.0
USG_047940,SUB_01880,2025-10-20,3.81,91,278,0.0,0.0
USG_047941,SUB_03565,2025-09-13,2.72,168,220,0.0,0.0
USG_047942,SUB_01042,2025-12-26,3.87,88,178,0.0,0.0
USG_047943,SUB_02058,2025-12-03,6.62,256,203,0.0,88.71
USG_047944,SUB_01875,2025-11-11,6.83,340,20,187.41,0.0
USG_047945,SUB_00422,2025-12-30,2.21,460,174,0.0,0.0
USG_047946,SUB_03953,2025-12-24,0.7,335,73,0.0,0.0
USG_047947,SUB_00676,2025-12-27,3.05,103,205,0.0,0.0
USG_047948,SUB_02346,2025-11-13,1.12,463,59,0.0,0.0
USG_047949,SUB_01488,2025-09-25,5.64,451,29,0.0,27.76
USG_047950,SUB_02192,2025-11-20,4.77,287,54,0.0,0.0
USG_047951,SUB_00865,2025-10-25,4.05,217,8,0.0,0.0
USG_047952,SUB_04336,2025-12-16,5.15,66,153,0.0,0.0
USG_047953,SUB_03186,2025-09-21,6.45,117,56,0.0,17.62
USG_047954,SUB_03962,2025-09-17,6.69,207,118,21.8,0.0
USG_047955,SUB_00058,2025-10-21,5.98,288,39,50.47,0.0
USG_047956,SUB_00786,2026-01-03,6.2,303,264,0.0,0.0
USG_047957,SUB_02163,2025-12-03,1.31,407,34,0.0,0.0
USG_047958,SUB_00529,2025-12-17,2.39,446,227,0.0,0.0
USG_047959,SUB_03214,2025-10-20,6.3,199,115,0.0,88.83
USG_047960,SUB_03521,2025-10-22,2.07,415,243,0.0,0.0
USG_047961,SUB_00128,2025-10-19,6.31,319,132,0.0,0.0
USG_047962,SUB_02980,2025-10-10,2.06,378,16,0.0,0.0
USG_047963,SUB_04003,2025-11-19,2.66,281,266,189.93,0.0
USG_047964,SUB_04902,2025-11-07,4.67,235,183,0.0,8.75
USG_047965,SUB_02198,2025-11-04,7.27,441,188,0.0,0.0
USG_047966,SUB_04568,2025-12-24,10.48,307,275,0.0,0.0
USG_047967,SUB_04525,2026-01-02,9.01,118,10,0.0,0.0
USG_047968,SUB_02397,2025-10-08,9.56,248,185,0.0,0.0
USG_047969,SUB_03287,2025-12-22,3.72,90,155,0.0,0.0
USG_047970,SUB_00384,2025-10-18,9.31,62,124,0.0,0.0
USG_047971,SUB_00814,2025-12-02,1.24,365,255,0.0,0.0
USG_047972,SUB_03447,2025-10-03,9.54,85,284,0.0,0.0
USG_047973,SUB_01273,2025-12-01,3.0,123,199,0.0,0.0
USG_047974,SUB_01746,2025-11-03,2.51,142,299,0.0,0.0
USG_047975,SUB_00075,2025-12-07,0.79,390,107,188.69,57.36
USG_047976,SUB_04432,2025-10-15,9.55,141,108,0.0,0.0
USG_047977,SUB_01772,2025-11-15,2.91,93,120,0.0,0.0
USG_047978,SUB_04817,2025-10-11,1.53,187,191,0.0,0.0
USG_047979,SUB_02905,2025-10-10,6.46,378,195,0.0,0.0
USG_047980,SUB_02390,2025-12-25,5.62,28,235,0.0,0.0
USG_047981,SUB_02055,2025-12-26,9.34,156,172,0.0,0.0
USG_047982,SUB_03999,2025-09-08,18.1,363,222,0.0,87.24
USG_047983,SUB_03855,2025-12-29,1.96,273,196,0.0,0.0
USG_047984,SUB_01211,2025-09-28,4.21,420,245,0.0,0.0
USG_047985,SUB_03600,2025-12-27,4.16,482,191,0.0,0.0
USG_047986,SUB_03213,2025-10-15,18.51,274,166,0.0,4.37
USG_047987,SUB_01609,2025-11-08,3.8,483,196,0.0,0.0
USG_047988,SUB_01850,2025-10-31,1.66,469,249,0.0,0.0
USG_047989,SUB_02991,2025-12-04,5.29,327,136,0.0,0.0
USG_047990,SUB_04301,2025-09-30,5.84,414,159,0.0,0.0
USG_047991,SUB_01013,2025-09-24,6.67,440,165,0.0,65.51
USG_047992,SUB_04864,2025-11-28,0.71,234,165,0.0,0.0
USG_047993,SUB_04928,2025-11-12,5.34,311,224,0.0,0.0
USG_047994,SUB_01860,2025-12-31,6.9,105,290,7.43,0.0
USG_047995,SUB_00617,2025-12-04,5.78,463,21,0.0,0.0
USG_047996,SUB_00635,2025-10-04,18.68,290,59,0.0,0.0
USG_047997,SUB_04314,2025-10-08,9.05,421,191,0.0,0.0
USG_047998,SUB_03173,2025-09-25,2.27,465,179,0.0,0.0
USG_047999,SUB_00777,2025-09-26,5.84,468,17,153.12,0.0
USG_048000,SUB_02222,2025-12-21,6.57,257,122,0.0,77.19
USG_048001,SUB_00845,2025-10-08,3.66,43,128,0.0,21.18
USG_048002,SUB_02816,2025-10-05,3.38,330,255,0.0,0.0
USG_048003,SUB_01668,2025-12-28,1.28,459,204,0.0,0.0
USG_048004,SUB_04808,2025-11-17,2.0,421,168,0.0,0.0
USG_048005,SUB_04565,2025-12-12,6.28,175,89,0.0,0.0
USG_048006,SUB_02447,2025-11-18,9.45,187,100,0.0,72.63
USG_048007,SUB_02412,2025-12-07,1.61,25,213,0.0,0.0
USG_048008,SUB_02181,2025-12-02,10.46,423,172,0.0,0.0
USG_048009,SUB_01066,2025-09-20,8.39,271,130,0.0,54.59
USG_048010,SUB_02432,2025-10-21,6.79,232,134,47.58,0.0
USG_048011,SUB_04976,2025-09-13,6.11,247,87,139.97,0.0
USG_048012,SUB_03878,2025-10-03,22.85,101,153,0.0,2.67
USG_048013,SUB_02244,2025-12-04,5.44,46,100,0.0,0.0
USG_048014,SUB_00888,2025-12-09,4.95,53,43,0.0,0.0
USG_048015,SUB_00272,2025-12-14,13.94,238,145,0.0,0.0
USG_048016,SUB_04211,2025-10-17,9.28,397,23,154.47,0.0
USG_048017,SUB_04917,2025-12-09,12.2,180,171,0.0,0.0
USG_048018,SUB_01604,2025-12-10,2.19,393,9,0.0,24.83
USG_048019,SUB_04378,2025-12-17,2.11,8,248,0.0,0.0
USG_048020,SUB_04757,2025-10-21,5.31,15,77,0.0,0.0
USG_048021,SUB_01962,2025-11-27,9.59,90,171,0.0,0.0
USG_048022,SUB_02747,2025-09-23,5.29,221,229,0.0,0.0
USG_048023,SUB_00274,2025-09-11,2.32,379,284,0.0,0.0
USG_048024,SUB_02531,2025-09-08,5.95,397,273,12.97,42.75
USG_048025,SUB_00252,2025-10-26,9.54,277,284,0.0,89.69
USG_048026,SUB_01316,2025-11-28,3.98,115,119,0.0,0.0
USG_048027,SUB_00091,2025-10-03,6.65,227,97,0.0,0.0
USG_048028,SUB_01716,2025-09-15,8.86,46,270,0.0,0.0
USG_048029,SUB_03020,2025-12-04,2.99,348,181,0.0,0.0
USG_048030,SUB_04569,2025-09-27,8.86,161,104,0.0,0.0
USG_048031,SUB_02452,2025-10-23,8.93,191,48,0.0,0.0
USG_048032,SUB_00834,2025-09-16,3.37,163,275,15.53,0.0
USG_048033,SUB_04154,2025-11-27,4.65,38,181,0.0,0.0
USG_048034,SUB_04433,2025-09-22,1.9,478,69,0.0,72.29
USG_048035,SUB_04315,2025-12-21,0.99,181,77,0.0,0.0
USG_048036,SUB_04044,2025-12-11,3.36,38,292,0.0,0.0
USG_048037,SUB_00438,2025-12-02,15.97,430,65,0.0,0.0
USG_048038,SUB_03830,2025-10-23,5.41,445,178,0.0,0.0
USG_048039,SUB_01981,2025-11-13,2.18,377,269,0.0,0.0
USG_048040,SUB_03153,2025-11-01,0.78,211,178,0.0,0.0
USG_048041,SUB_04786,2025-11-06,2.49,154,129,0.0,0.0
USG_048042,SUB_02528,2025-11-04,4.47,165,213,0.0,0.0
USG_048043,SUB_01178,2025-11-16,5.33,445,247,0.0,0.0
USG_048044,SUB_03214,2025-11-19,8.14,213,56,0.0,0.0
USG_048045,SUB_00742,2025-12-07,9.83,335,242,0.0,0.0
USG_048046,SUB_02488,2025-12-13,14.46,152,199,0.0,89.26
USG_048047,SUB_00515,2025-11-06,24.52,36,206,0.0,0.0
USG_048048,SUB_03402,2025-11-03,22.73,172,288,0.0,0.0
USG_048049,SUB_02859,2025-12-15,14.36,40,81,0.0,0.0
USG_048050,SUB_01427,2025-11-02,12.65,258,100,0.0,0.0
USG_048051,SUB_02448,2025-12-04,5.67,25,211,104.24,0.0
USG_048052,SUB_01007,2025-10-06,5.29,168,133,0.0,45.76
USG_048053,SUB_02385,2025-11-23,2.5,256,294,0.0,0.0
USG_048054,SUB_03592,2025-09-26,6.45,262,72,0.0,0.0
USG_048055,SUB_00363,2025-12-06,3.43,381,17,45.08,0.0
USG_048056,SUB_01362,2025-10-01,2.05,42,89,0.0,11.62
USG_048057,SUB_02125,2025-11-04,7.11,367,1,0.0,0.0
USG_048058,SUB_02136,2025-09-27,1.38,210,26,179.65,0.0
USG_048059,SUB_02002,2025-12-03,18.49,34,225,0.0,0.0
USG_048060,SUB_03460,2025-10-14,0.48,53,118,0.0,0.0
USG_048061,SUB_03215,2025-09-27,3.69,357,67,0.0,57.71
USG_048062,SUB_04883,2025-12-25,2.8,8,135,0.0,0.0
USG_048063,SUB_00159,2025-12-05,2.82,73,228,0.0,0.0
USG_048064,SUB_03911,2025-09-14,1.29,126,41,0.0,0.0
USG_048065,SUB_00850,2025-12-30,8.17,143,130,14.92,0.0
USG_048066,SUB_04367,2025-11-23,4.38,387,295,0.0,0.0
USG_048067,SUB_00181,2025-09-29,2.8,277,33,0.0,0.0
USG_048068,SUB_03599,2025-12-03,1.6,317,34,0.0,0.0
USG_048069,SUB_00373,2026-01-03,0.67,466,155,0.0,0.0
USG_048070,SUB_04245,2025-10-07,2.21,481,45,0.0,0.0
USG_048071,SUB_01883,2025-12-08,2.52,215,254,37.93,1.15
USG_048072,SUB_01323,2025-12-01,2.15,266,200,156.08,0.0
USG_048073,SUB_03541,2025-11-29,3.13,61,191,0.0,0.0
USG_048074,SUB_04133,2025-09-23,3.77,184,255,187.36,0.0
USG_048075,SUB_02170,2025-10-10,2.03,298,283,59.28,0.0
USG_048076,SUB_01926,2025-10-28,5.24,222,104,95.04,40.92
USG_048077,SUB_04059,2025-11-26,6.55,81,231,0.0,0.0
USG_048078,SUB_00616,2025-11-13,3.84,102,300,186.48,0.0
USG_048079,SUB_03678,2025-12-08,10.68,78,155,139.83,0.0
USG_048080,SUB_03132,2025-11-03,3.6,130,109,0.0,70.67
USG_048081,SUB_01860,2025-12-20,2.72,144,181,0.0,0.0
USG_048082,SUB_03844,2025-10-15,5.66,61,191,45.47,0.0
USG_048083,SUB_04884,2025-10-05,2.97,281,142,0.0,0.0
USG_048084,SUB_03312,2025-09-12,2.79,43,223,0.0,41.33
USG_048085,SUB_00161,2025-12-03,0.4,93,228,0.0,8.66
USG_048086,SUB_04230,2025-09-27,6.17,398,137,0.0,22.03
USG_048087,SUB_02259,2025-11-02,1.24,331,284,0.0,0.0
USG_048088,SUB_03987,2025-10-06,6.67,114,87,0.0,0.0
USG_048089,SUB_03153,2026-01-01,1.66,108,269,0.0,0.0
USG_048090,SUB_04219,2026-01-04,4.47,195,290,0.0,0.0
USG_048091,SUB_04574,2025-09-22,5.29,337,156,0.0,0.0
USG_048092,SUB_01841,2025-11-26,7.34,475,63,0.0,0.0
USG_048093,SUB_04353,2025-11-19,1.73,478,65,0.0,0.0
USG_048094,SUB_04501,2025-12-11,7.29,278,164,0.0,0.0
USG_048095,SUB_04197,2025-10-08,5.05,371,75,0.0,0.0
USG_048096,SUB_02114,2025-12-02,4.09,234,252,0.0,34.87
USG_048097,SUB_01861,2025-11-06,7.14,31,155,131.56,0.0
USG_048098,SUB_04634,2025-09-16,0.97,355,98,0.0,33.99
USG_048099,SUB_01784,2025-12-30,8.99,333,163,0.0,0.0
USG_048100,SUB_01366,2025-12-06,11.54,78,192,0.0,0.0
USG_048101,SUB_04777,2025-09-20,4.47,311,274,0.0,0.0
USG_048102,SUB_00677,2025-10-01,11.89,56,26,0.0,0.0
USG_048103,SUB_03741,2025-12-15,1.77,87,272,93.76,0.0
USG_048104,SUB_04670,2025-12-22,11.61,418,187,0.0,0.0
USG_048105,SUB_01029,2025-10-08,7.24,231,184,0.0,0.0
USG_048106,SUB_01895,2025-09-14,14.37,182,60,0.0,71.72
USG_048107,SUB_02983,2025-11-28,9.11,114,177,0.0,0.0
USG_048108,SUB_01744,2025-11-01,12.17,86,255,0.0,0.0
USG_048109,SUB_03870,2025-09-23,4.35,58,134,179.87,0.0
USG_048110,SUB_02333,2025-10-21,5.42,375,163,0.0,0.0
USG_048111,SUB_02961,2025-12-07,6.03,397,25,0.0,0.0
USG_048112,SUB_02924,2025-11-23,2.83,230,100,0.0,0.0
USG_048113,SUB_02503,2025-09-27,5.11,112,122,0.0,0.0
USG_048114,SUB_03071,2025-12-20,5.3,13,287,0.0,0.0
USG_048115,SUB_00925,2025-10-24,1.93,102,167,60.27,0.0
USG_048116,SUB_02381,2025-10-07,7.78,91,78,0.0,0.0
USG_048117,SUB_00054,2025-12-30,2.41,35,25,0.0,0.0
USG_048118,SUB_00923,2025-09-07,2.08,0,25,0.0,0.0
USG_048119,SUB_02543,2025-10-06,8.58,23,230,0.0,0.0
USG_048120,SUB_02260,2025-10-31,2.31,377,45,0.0,70.8
USG_048121,SUB_00963,2025-10-11,6.47,247,285,0.0,0.0
USG_048122,SUB_04814,2025-11-02,5.62,26,271,0.0,0.0
USG_048123,SUB_00980,2025-12-17,8.17,295,172,0.0,0.0
USG_048124,SUB_00097,2026-01-01,1.62,230,100,0.0,88.88
USG_048125,SUB_00340,2025-09-15,1.08,130,148,0.0,61.32
USG_048126,SUB_00916,2025-12-21,5.47,460,271,0.0,0.0
USG_048127,SUB_03799,2025-12-21,6.32,452,108,110.39,0.0
USG_048128,SUB_00493,2026-01-02,2.53,282,252,0.0,0.0
USG_048129,SUB_04917,2025-12-09,5.62,174,251,0.0,0.0
USG_048130,SUB_00706,2025-10-12,7.11,2,230,0.0,60.18
USG_048131,SUB_02700,2025-12-14,6.44,130,209,0.0,0.0
USG_048132,SUB_03798,2025-11-17,4.65,221,281,0.0,0.0
USG_048133,SUB_02961,2025-09-12,4.06,354,185,195.3,0.0
USG_048134,SUB_04201,2025-10-05,2.49,239,67,0.0,0.0
USG_048135,SUB_01089,2025-09-10,9.45,343,111,0.0,0.0
USG_048136,SUB_03679,2025-09-16,3.59,158,22,180.84,0.0
USG_048137,SUB_01879,2025-09-17,5.63,461,235,0.0,0.0
USG_048138,SUB_04059,2025-09-26,1.59,39,73,0.0,5.98
USG_048139,SUB_01111,2025-10-06,4.1,235,100,0.0,0.0
USG_048140,SUB_02372,2025-10-15,2.37,207,93,0.0,0.0
USG_048141,SUB_02430,2025-10-05,2.15,196,210,0.0,0.0
USG_048142,SUB_01429,2025-12-27,6.67,61,65,0.0,0.0
USG_048143,SUB_02697,2025-11-29,1.54,33,246,0.0,0.0
USG_048144,SUB_01772,2025-11-29,3.79,178,165,197.42,0.0
USG_048145,SUB_04028,2025-10-07,3.51,324,181,185.57,0.0
USG_048146,SUB_03961,2025-09-29,6.16,202,206,0.0,0.0
USG_048147,SUB_01128,2025-10-22,5.47,495,106,0.0,0.0
USG_048148,SUB_01555,2025-09-23,1.42,320,265,0.0,0.0
USG_048149,SUB_04052,2025-11-18,1.52,160,157,0.0,0.0
USG_048150,SUB_03380,2026-01-02,3.59,497,253,0.0,0.0
USG_048151,SUB_01124,2025-09-15,7.74,281,23,0.0,0.0
USG_048152,SUB_00870,2025-10-14,3.77,237,286,0.0,83.14
USG_048153,SUB_03248,2025-12-23,2.06,255,203,0.0,0.0
USG_048154,SUB_00963,2025-10-03,2.23,97,151,0.0,0.0
USG_048155,SUB_01634,2026-01-04,2.58,322,100,132.53,0.0
USG_048156,SUB_03634,2026-01-02,3.3,45,67,0.0,0.0
USG_048157,SUB_02553,2025-12-21,8.3,183,118,0.0,0.0
USG_048158,SUB_00060,2025-09-30,1.83,311,66,0.0,0.0
USG_048159,SUB_04430,2025-10-09,6.24,79,241,0.0,0.0
USG_048160,SUB_00671,2025-10-03,1.63,430,275,0.0,0.0
USG_048161,SUB_01036,2025-11-19,5.78,359,73,0.0,13.57
USG_048162,SUB_01238,2026-01-03,1.48,286,278,0.0,0.0
USG_048163,SUB_02419,2025-12-03,2.18,358,28,0.0,0.0
USG_048164,SUB_03348,2025-11-14,2.81,461,176,0.0,0.0
